11 -1 +1    1216+14    13 P             -314.   
14 +8 +7    U 8833     10 P              303.
14 -9 +9    N 5204      9A    -16.79     346.
14 -9       N 5238      8X    -15.16     368.
14 -9       N 5457      6X    -20.45     379.
14 -9       N 5474      6AP   -17.58     423.
14 -9       N 5477      9     -14.76     443.
14 -9       N 5585      7X    -17.96     466.
14 -9       U 8508     10A    -12.73     202.
14 -9       U 8837     10B    -14.82     283.
14 -9       U 9405     10                393.
14-10+10    0818+71    10                262.
14-10       N 2366     10B    -16.69     248.
14-10       N 2403      6X    -19.68     261.
14-10       N 2976      5AP   -16.13     142.
14-10       N 3031      2A    -18.29      96.
14-10       N 3034     13 P   -19.42     352.
14-10       N 3077     13 P   -16.13     148.
14-10       U 4305     10     -17.34     305.
14-10       U 4459     10     -12.33     144.
14-10       U 5139     10     -15.24     289.
14-10       U 5423     10     -15.06     479.
14-10       U 5666      9X    -16.37     177.
14+10       N 4236      8B    -17.27     163.
14+10       U 6456     13 P   -11.45      96.
14+10       U 8201     10     -14.58     201.
14-11+11    0232+59    -5                224.
14-11       0238+59     4                209.
14-11       0355+66     0                262.
14-11       0427+63     0                 66.
14-11       0509+62    10     -16.56     264.
14-11       N 1560      7A    -16.38     164.
14-11       N 1569     10B    -16.37      87.
14-11       U 2847      6X    -21.56     229.
14-12+12    GALAXY      4     -20.5 *      0.
14-12       0051-73    10B    -16.10     -30.
14-12       0057-33    -5                162.
14-12       0237-34    -5     -11.01     -51.
14-12       0524-69     9B    -18.19      12.
14-12       1927-17    10                 30.
14-12       2044-13    10                 11.
14-12       N  147     -5     -14.49      89.
14-12       N  185     -5 P   -14.87      39.
14-12       N  205     -5 P   -15.60      -1.
14-12       N  221     -5     -15.34      35.
14-12       N  224      3A    -20.67     -59.
14-12       N  598      6A    -18.31       3.
14-12       N 6822     10B    -15.57      66.
14-12       U  192     10B    -16.26     -83.
14-12       U  668     10B    -14.30    -125.
14-12       U 9749     -5      -7.60      17.
14-12       U10822     -5      -8.20     -31.
14+12       1008-04    10B    -13.85     114.
14+12       2159-51    10A    -13.69      74.
14+12       2359-15    10     -14.18     -42.
14+12       N  404     -2A    -16.11     178.
14+12       N 3109     10     -16.62     130.
14+12       U 5364     10     -12.51     -25.
14+12       U 5373     10B    -14.27     129.
14+12       U 8091     10     -11.61     165.
14+12       U 9128     10     -12.38     196.
14+12       U12613     10A    -12.63      39.
14-13+13    0005-34    10                198.
14-13       0040-22    10     -14.28     388.
14-13       0047-21    10                331.
14-13       2318-42    10     -25.00      -7.
14-13       2323-32    10     -24.97      82.
14-13       2341-32     9                282.
14-13       N   55      9B    -18.13     106.
14-13       N  247      7X    -17.98     190.
14-13       N  253      5X    -20.02     260.
14-13       N  300      7A    -16.88      97.
14-13       N 7793      8A    -17.69     236.
14+13       0142-43    10                293.
14+13       N  625      9B    -16.35     317.
14-14+14    0236-61    10                329.
14-14       N 1313      7B    -18.60     254.
14+14       0255-54     7B    -17.64     403.
14+14       0331-50     5                455.
14+14       N 1311      9                389.
14-15+15    1243-33    10                365.
14-15       1324-41    10                311.
14-15       1334-27    10                409.
14-15       1342-41    10                338.
14-15       1346-35    10                141.
14-15       N 4945      6B    -20.65     325.
14-15       N 5102     -2A    -17.59     251.
14-15       N 5128     -2 P   -20.97     323.
14-15       N 5236      5X    -20.31     337.
14-15       N 5253     -3 P   -16.66     233.
14-15       N 5264     10     -15.68     300.
14-15       N 5408     10                318.
14+15       1331-45    10                612.
14-16+15    1424-46    10                204.
14-16+15    1457-48    10                412.
14-16+15    1510-46     5                356.
14+16+15    1616-60    10                440.
14+16+15    1742-64    10B    -16.06     162.
14-17+17    1259-16    10                569.
14-17       1300-17    10 P   -16.52     578.
14+17       N 5068      6X    -18.93     510.
14-18+18    N 4517      6A    -19.58    1004.
14-18       N 4592      8A    -18.50     954.
14+19+19    U 3974     10     -13.21     153.
14+19       U 4115     10A    -13.51     214.
14+20+20    0731-68     9                253.
14+20       1215-79     6                185.
14+20       1409-65     3A    -21.23     214.
14+20       N 2915     10B    -15.25     191.
14 -0       N 3738     10 P   -16.11     314.
14 -0       N 4068     10A    -15.33     302.
14 -0       N 4204      8B    -16.78     810.
14 -0       N 4605      5BP   -17.41     279.
14 -0       N 4941      2X    -17.31     593.
14 -0       N 6503      6A    -18.64     305.
14 -0       N 6946      6X    -20.78     338.
14 -0       U 5918     10     -14.06     465.
14 -0       U 6541     10     -14.41     314.
14 -0       U 6782     10                477.
14 -0       U 7321      6     -14.79     362.
14 -0       U 9240     10A    -14.52     281.
15 -1 +1    N 3299      8X    -15.46     465.
15 -1       N 3351      3B    -19.26     649.
15 -1       N 3368      2X    -19.62     766.
15 -1       N 3377     -5     -18.55     595.
15 -1       N 3379     -5     -19.39     752.
15 -1       N 3384     -2B    -18.73     641.
15 -1       N 3412     -2B    -18.14     737.
15 -1       N 3489     -2X    -17.92     576.
15 -1       U 5889      9     -14.40     449.
15 -2 +1    N 3593      0A    -17.01     510.
15 -2 +1    N 3623      1X    -19.81     692.
15 -2 +1    N 3627      3X    -19.66     623.
15 -2 +1    N 3628      3 P   -19.96     734.
15 -3 +1    1053+06    13 P   -16.18    1050.
15 -3 +1    N 3423      6A    -18.68     851.
15 -4 +1    1102+29    13 P              592.
15 -4 +1    N 3486      5X    -18.61     632.
15 -4 +1    N 3510      9B    -16.83     664.
15 -5 +1    1000-05     7                449.
15 -5 +1    N 3115     -2     -19.18     475.
15 -0 +1    0948+08    10 P              397.
15 -0 +1    N 2903      4X    -19.85     451.
15 -0 +1    N 3239      9BP   -17.33     639.
15 -0 +1    N 3274      6XP   -15.97     481.
15 -0 +1    N 3344      4X    -18.47     513.
15 -0 +1    N 3365      5     -17.95     810.
15 -0 +1    N 3495      7     -18.74     980.
15 -0 +1    N 3521      4X    -19.88     628.
15 -0 +1    U 5272     10     -15.12     469.
15 -0 +1    U 5340     10 P   -14.43     441.
15 -0 +1    U 5764     10     -14.89     543.
15 -6 +6    N 2683      3A    -18.96     373.
15 -6       U 4787      8     -16.07     509.
15 +6       U 4704      8     -16.01     586.
15 +7 +7    N 3104     10A    -17.36     617.
15 +7       N 3184      6X    -19.34     604.
15 +7       N 3198      5B    -19.62     686.
15 +7       N 3319      6B    -18.71     754.
15 +8 +7    N 3432      9B    -18.38     600.
15 +8 +7    U 5829     10B    -15.94     608.
15 -0 +7    U 5740      9X    -15.87     707.
15 -9 +9    N 3600      1     -18.41     740.
15 -9       N 3675      3A    -19.84     805.
15 -9       U 6161      8B    -17.14     793.
15-10+10    N 2681      0X    -19.59     761.
15-10       U 4499      8X    -17.54     749.
15-10       U 4514      5B    -17.36     759.
15+10       0930+55    13 P              826.
15+10       N 2841      3A    -20.58     686.
15+10       U 5151     13 P   -15.78     450.
15-11+10    N 2541      6A    -18.37     596.
15-11+10    N 2552      9A    -17.47     574.
15+11+10    N 2500      7B    -17.96     572.
15+11+10    N 2537     10BP   -17.63     479.
15+11+10    U 4278      7     -17.45     591.
15 -0+10    U 4148      7     -16.24     747.
15 -0+10    U 4426     10                396.
15+12+12    N 2337     10B    -17.38     467.
15+12       U 3817     10                471.
15 -0       N 2344      5B    -18.57    1002.
15 -0       N 3621      7A    -19.87     470.
15 -0       U 3273      9     -18.69     734.
15 -0       U 3475      9     -16.87     512.
15 -0       U 3860     10     -14.63     365.
15 -0       U 3966     10     -15.47     368.
16 -1 +1    1357-45     5B    -19.11    1300.
16 -1       1415-47     7               1087.
16 -1       N 5530      4A    -20.04    1013.
16 -1       N 5643      5X    -20.97    1019.
16 +1       1420-49    10               1347.
16 -2 +2    1412-43     5B              1691.
16 -2       N 5483      5A    -20.26    1578.
16 -3 +2    1418-46     4               1460.
16 -3 +2    1423-45    10               1758.
16 -0 +2    1428-43     5A    -20.35    1770.
16 -4 +4    1317-35     8               1248.
16 -4       1324-37     7               1235.
16 -4       N 5121     -2A    -19.72    1324.
16 -5 +5    1348-33     7B              1206.
16 -5       N 5398      8BP   -19.01    1053.
16 -0       1455-47    10                878.
16 -0       1505-52     7               1230.
16 -0       1516-41     3B              1191.
16 -0       1525-42    10               1195.
16 -0       N 5556      7X    -19.81    1236.
17 -1 +1    N  891      3A    -19.96     712.
17 -1       N  925      7X    -19.66     710.
17 -1       N  949      7A    -17.85     774.
17 -1       N  959      9     -17.49     767.
17 -1       N 1003      6A    -18.61     794.
17 -1       N 1023     -2B    -20.16     787.
17 -1       N 1058      5A    -17.87     676.
17 -1       U 1807     10                815.
17 -1       U 1865      9     -16.23     742.
17 -1       U 2014     10                737.
17 -1       U 2023     10     -17.22     763.
17 -1       U 2034     10     -17.14     752.
17 -1       U 2259      8B    -16.89     742.
17 +1       N  746     10B    -17.94     915.
17 +1       U 2080      6X    -19.05    1074.
17 -2 +2    N  278      3XP   -19.62     883.
17 -2       U  731     10                875.
17 -3 +3    N 1012     13 P   -18.59    1123.
17 -3       U 2017     10               1157.
17 -3       U 2053     10     -16.25    1173.
17 -4 +4    0140+19    10                648.
17 -4       N  628      5A    -20.32     798.
17 -4       N  660      1BP   -19.58     982.
17 -4       U  891      9X    -15.55     785.
17 -4       U 1176     10                770.
17 -4       U 1195     10 P   -17.67     895.
17 -5 +5    N  672      6B    -18.65     592.
17 -5       U 1249      9B    -17.61     506.
17 +6 +6    N  784      8     -16.96     362.
17 +6       U 1281      8     -16.49     343.
17 -7 +7    0059-07     8X              1161.
17 -7       0102-06     7X    -19.00    1172.
17 -0       0153+05    13 P   -15.56     900.
17 -0       N  428      9X    -19.14    1260.
17 -0       N 1036     13 P   -17.05     889.
17 -0       N 1156     10B    -17.46     477.
17 -0       U 1072     -2     -16.23     900.
17 -0       U 1561     10 P   -15.83     740.
17 -0       U 2082      5     -18.55     834.
17 -0       U 2684     10                417.
18 -1 +1    N 1169      3X    -21.33    2564.
18 -1       U 2459      8               2640.
18 -2 +1    N 1171      5     -20.99    2906.
18 -2 +1    U 2531      8A    -21.17    2872.
18 -0 +1    N 1282     -5     -19.44    2343.
18 -0       U 2463      9X    -18.84    2051.
19 -1 +1    1823-67     9B    -17.85     593.
19 -1       1847-64    10                870.
19 -1       1850-64    10                657.
19 -1       1908-62    10                823.
19 -1       1911-62    10                772.
19 -1       2005-62     3                703.
19 -1       N 6684     -2B    -19.06     741.
19 -1       N 6744      4X    -21.39     717.
19 +1       2047-69     7     -17.71     459.
19 -2 +2    1643-57    13 P              694.
19 -2       1654-60     5                980.
19 -2       1713-57     9                952.
19 -2       N 6300      5BP   -20.33     958.
19 -3 +2    1702-62     5               1353.
19 -3 +2    N 6215      5A    -20.85    1406.
19 -3 +2    N 6221      5B    -21.04    1332.
19 -4 +4    N 7064      5B    -17.73     811.
19 -4       N 7090      5B    -19.66     798.
19 -5 +5    2218-46     6B    -19.18     886.
19 -5       2219-48    10                664.
19 -6 +6    2254-430    7B               917.
19 -6       N 7424      6X    -19.55     938.
19 -6       N 7456      6A    -19.44    1205.
19 -6       N 7462      5B    -18.47    1061.
19 -7 +7    2324-37    10                686.
19 -7       2331-36     7A    -18.45     706.
19 -7       2346-38    10                642.
19 -7       N 7713      6B    -18.46     687.
19 -8 +7    N   24      5A    -17.77     595.
19 -8 +7    N   45      8A    -17.82     511.
19 -0 +7    2349-52    10                492.
19 -0       N  244     13 P   -16.65     995.
21 -1 +1    N 3596      5X    -20.31    1084.
21 -1       N 3605     -5     -18.03     600.
21 -1       N 3607     -2A    -20.54     840.
21 -1       N 3608     -5     -19.94    1118.
21 -1       N 3626     -2A    -20.40    1383.
21 -1       N 3655      5A    -19.96    1384.
21 -1       N 3659      9B    -19.45    1200.
21 -1       N 3681      4X    -19.67    1152.
21 -1       N 3684      4A    -19.69    1075.
21 -1       N 3686      4B    -19.94    1076.
21 -1       U 6320     13 P   -18.17    1050.
21 +1       U 6258     10     -17.58    1382.
21 -2 +1    N 3501      5     -18.89    1040.
21 -2 +1    U 6151      9     -17.18    1241.
21 -2 +1    U 6171     10 P   -17.71    1118.
21 -3 +1    N 3370      5A    -19.85    1212.
21 -3 +1    N 3443      7A    -18.02    1028.
21 -3 +1    N 3447      7X    -19.01     965.
21 -3 +1    N 3454      5B    -18.34    1033.
21 -3 +1    N 3455      3X    -19.06     987.
21 -3 +1    N 3507      3B    -20.08     879.
21 -3 +1    U 5947     10 P   -17.16    1158.
21 -3 +1    U 6007     10BP              923.
21 -3 +1    U 6035     10B    -16.74     968.
21 -3 +1    U 6112      7     -18.16     932.
21 -4 +1    N 3773     -2AP   -18.25     904.
21 -4 +1    N 3810      5A    -20.11     882.
21 +4 +1    N 3666      5A    -19.55     947.
21 +4 +1    N 3705      2X    -20.15     891.
21 +4 +1    U 6655     13 P   -16.96     750.
21 -5 +1    N 3338      5A    -20.80    1174.
21 -5 +1    N 3346      6B    -19.35    1137.
21 -5 +1    N 3389      5A    -19.82    1138.
21 -0 +1    N 3437      5X    -19.65    1212.
21 -0 +1    N 3547      5 P   -19.25    1414.
21 -0 +1    U 6633     -2     -18.85    1650.
21 -6 +6    N 3162      4X    -19.71    1215.
21 -6       N 3177      3A    -18.75    1122.
21 -6       N 3185      1B    -18.93    1146.
21 -6       N 3187      5BP   -18.88    1500.
21 -6       N 3190      1AP   -20.29    1216.
21 -6       N 3193     -5     -20.05    1277.
21 -6       N 3226     -5 P   -19.57    1270.
21 -6       N 3227      1XP   -20.17    1081.
21 -6       N 3287      7B    -18.97    1058.
21 -6       N 3301      0B    -19.61    1244.
21 -6       U 5588     13 P   -18.12    1350.
21 -6       U 5675      9               1001.
21 +6       N 3098     -2     -18.99    1257.
21 +6       U 5833     -2     -17.02    1214.
21 -7 +7    N 3504      2X    -20.38    1478.
21 -7       N 3512      5X    -19.01    1338.
21 +7       N 3414     -2BP   -20.23    1357.
21 -8 +8    N 3245     -2A    -20.07    1202.
21 -8       N 3254      4A    -20.31    1309.
21 -8       N 3277      2A    -19.51    1402.
21 -8       U 5662      3B    -17.52    1269.
21 -9 +9    N 3395      6XP   -20.00    1595.
21 -9       N 3396     10BP   -20.04    1649.
21 -9       N 3430      5X    -20.21    1533.
21 -9       N 3442     13 P   -19.10    1713.
21 +9       U 5706     10               1466.
21-10+10    N 3156     -5     -18.54     994.
21-10       N 3166      0X    -20.22    1203.
21-10       N 3169      1AP   -20.44    1051.
21-10       U 5522      6     -18.20    1065.
21-10       U 5539     10B    -17.56    1097.
21+10       0952+08    13 P   -16.65    1122.
21+10       1014-03     8B              1109.
21+10       N 3044      5B    -19.74    1145.
21+10       U 5708      7X    -18.24    1007.
21-11+11    N 3611      1AP   -19.51    1490.
21-11       N 3630     -2     -19.37    1363.
21-11       N 3640     -5     -20.78    1198.
21-11       N 3664      9BP   -18.94    1216.
21-11       U 6345     10B    -18.95    1450.
21-12+12    0945+33    13 P   -18.04    1443.
21-12       0954+33    13 P   -17.48    1470.
21-12       N 2964      4X    -19.90    1260.
21-12       N 2968      3 P   -19.39    1559.
21-12       N 2970     -2     -17.73    1629.
21-12       N 3003      4B    -20.45    1439.
21-12       N 3011     -2     -17.91    1417.
21-12       N 3021      5B    -19.40    1490.
21-12       N 3067      2X    -19.68    1414.
21-12       U 5393      9B    -18.02    1407.
21-13+12    N 3026     10     -19.14    1431.
21-13+12    N 3032     -2X    -19.36    1439.
21-14+12    U 5349      9     -18.44    1361.
21-14+12    U 5391      9     -18.36    1550.
21-15+12    N 2793      9BP   -18.30    1636.
21-15+12    N 2859     -2B    -20.38    1557.
21 -0+12    0944+39    13 P   -17.81    1617.
21 -0+12    1003+29    13 P   -17.37    1341.
21 -0+12    N 2893      0B    -18.84    1650.
21 -0+12    N 2955      3AP   -19.04    1721.
21 -0+12    U 5478     10     -17.21    1326.
21-16+16    N 2798      1BP   -19.67    1710.
21-16       N 2799      9BP   -18.69    1739.
21-17+16    N 2844      1A    -18.54    1477.
21-17+16    N 2852     -2     -18.73    1880.
21-17+16    N 2853      1     -18.65    1792.
21-18+18    N 2770      5A    -20.96    1908.
21-18       N 2778     -5     -19.46    2017.
21-18       N 2780     12BP   -18.69    2173.
21-18       U 4777     10     -18.25    2019.
21-18       U 4837      9     -17.71    1848.
21+19+19    U 4260     10     -18.55    2284.
21+19       U 4393     12B    -19.82    2154.
21+20+20    0913+53    13 P   -17.86    2286.
21+20       N 2701      4XP   -20.04    2391.
21 -0       0825+52    13 P             1773.
21 -0       N 2712      3B    -19.85    1857.
21 -0       N 2776      5X    -20.77    2643.
21 -0       N 2782      1XP   -20.79    2529.
21 -0       N 3020      6B    -19.30    1305.
21 -0       N 3041      5X    -19.77    1295.
21 -0       N 3294      5A    -20.19    1570.
21 -0       N 3629      6A    -19.64    1471.
21 -0       U 4543      8A    -18.78    1983.
21 -0       U 4922      9A    -19.55    2025.
21 -0       U 5172      9A    -18.74    2635.
21 -0       U 5633      8B    -17.75    1264.
21 -0       U 6670     10B    -18.08     838.
22 -1 +1    1152-16     8               1601.
22 -1       1155-22    10               1561.
22 -1       1203-22    10B              1498.
22 -1       1210-20    10               1340.
22 -1       N 3956      5A    -20.20    1439.
22 -1       N 3957     -2A    -19.29    1620.
22 -1       N 3981      4 P   -19.87    1499.
22 -1       N 4024     -5     -19.46    1482.
22 -1       N 4027      8BP   -20.54    1461.
22 -1       N 4033     -5     -19.49    1312.
22 -1       N 4038     10BP   -21.06    1446.
22 -1       N 4039     10 P             1429.
22 -1       N 4050      3B    -20.49    1700.
22 +1       N 3955     13     -19.18    1117.
22 +1       N 3962     -5     -20.73    1621.
22 +1       N 4094      6     -19.84    1232.
22 -2 +1    1138-09     6X              1540.
22 -2 +1    1142-09     4B              1536.
22 -2 +1    N 3892     -2B    -19.77    1532.
22 -0 +1    N 4462      2B    -20.51    1658.
22 -3 +3    1213-11    10                985.
22 -3       1214-11    10               1098.
22 -4 +4    1146-28     9B              1692.
22 -4       1150-28     8               1461.
22 -4       1158-24     8               1581.
22 -4       1202-27     9               1553.
22 -4       1203-27     5B    -20.43    1618.
22 -4       N 3885      1A    -20.24    1706.
22 -4       N 3904     -5     -20.11    1369.
22 -4       N 3923     -5     -21.23    1546.
22 -4       N 3936      5     -20.51    1789.
22 +4       N 3673      3B    -20.20    1696.
22 +4       N 3717      2A    -20.75    1477.
22 -5 +4    1207-29     5A    -20.90    1907.
22 -5 +4    N 4105     -5     -20.36    1654.
22 -5 +4    N 4106     -2B    -20.30    1944.
22 -6 +6    1106-28    10               1239.
22 -6       N 3585     -5     -20.93    1236.
22 -7 +7    N 3637     -2B    -19.65    1649.
22 -7       N 3672      5A    -21.17    1654.
22 -7       N 3732      1X    -19.05    1514.
22 -8 +8    1139-06    10 P             1515.
22 -8       N 3818     -5     -19.40    1317.
22 -9 +9    1150-03    10               1499.
22 -9       N 3952      9 P   -19.96    1458.
22 +9       U 6780      7AP   -19.26    1574.
22-10+10    N 4030      4A    -20.27    1311.
22-10       U 7053     10               1311.
22+10       U 6877     13 P   -17.34    1050.
22-11+11    N 4116      8B    -19.73    1177.
22-11       N 4123      4B    -20.25    1207.
22+11       N 4179     -2     -20.17    1144.
22+11       U 7178     10               1205.
22+12+12    N 4045      4     -19.97    1827.
22+12       U 6903      6X    -19.22    1748.
22+12       U 6998      9               1789.
22 -0       1041-09     7               1858.
22 -0       1048-19     6B              1808.
22 -0       1107-23     4A    -20.05    1841.
22 -0       1220-13    10                974.
22 -0       N 3321      5               2262.
22 -0       N 3887      4B    -19.91     998.
22 -0       N 4129      5     -19.25    1034.
23 -1 +1    1239-40     5               2397.
23 -1       1242-40    13 P             2238.
23 -1       1242-40     2A              2261.
23 -1       1247-41    -2               2449.
23 -1       N 4603      5A    -21.93    2323.
23 -1       N 4645     -5     -21.03    2412.
23 -1       N 4650      0B              2397.
23 -1       N 4677     -2     -20.10    2978.
23 -1       N 4696     -5     -22.05    2575.
23 -1       N 4730     -5               2034.
23 -1       N 4743     -2               2820.
23 -1       N 4767     -5     -21.13    2901.
23 -2 +2    1317-47     5               2622.
23 -2       N 5064      3A    -21.18    2752.
23 +2       1307-46     1               2843.
23 +2       1323-47     5               2402.
23 +2       N 5156      1B    -21.08    2757.
23 -0 +2    1245-45    10               2935.
23 -0 +2    N 5011     -5     -21.10    2838.
23 -3 +3    1337-48     6A              2628.
23 -3       1346-48     5               2715.
23 -3       N 5266     -2A    -21.29    2865.
23 -4 +3    1357-48     5               2661.
23 -4 +3    N 5333     -2               2538.
23 -0 +3    1406-45     9B              2427.
23 -0 +3    1408-49     5               2697.
23 -0 +3    N 5489      1               2773.
23 -5 +5    1212-35     5B              2445.
23 -5       1221-34     5A    -21.14    2487.
23 -5       N 4304      3B    -20.32    2395.
23 -0 +5    1225-39    -5     -21.23    2730.
23 -0 +5    1235-35     5X    -20.22    2700.
23 -6 +6    N 5670     -2               2737.
23 -6       N 5688      5               2628.
23 -7 +7    1252-44    10               1985.
23 -7       N 4835      5X    -21.05    1947.
23 -8 +7    1252-49     7B              1888.
23 -8 +7    1253-50    -5     -20.70    2031.
23 -0 +7    1244-53    10               1622.
23 -0 +7    1256-49    10               1653.
23 -9 +9    1259-50     5               1131.
23 -9       N 4976     -5     -21.05    1132.
23 -0       1229-51     5               2376.
23 -0       1428-55     9               2903.
23 -0       1441-49     9               2100.
23 -0       N 3882      5               1544.
23 -0       N 4219      4A    -21.07    1739.
23 -0       N 4444      3               2666.
23 -0       N 4930      5B              2364.
23 -0       N 5365     -2B    -20.39    2232.
24 -1 +1    N 2273      1B    -20.76    1961.
24 -1       U 3504      6X    -20.60    2222.
24 -1       U 3530      7X    -19.70    2224.
24 -1       U 3598     10B    -18.51    2110.
24 +1       U 3685      3B    -20.33    1913.
24 +1       U 3826      7X    -19.27    1847.
24 -2 +2    U 3574      6A    -19.42    1545.
24 -2       U 3647     10B    -17.35    1475.
24 -3 +3    N 2460      1A    -19.52    1553.
24 -3       U 4093      3B    -17.93    1646.
31 -1 +1    N 3312      2AP   -21.33    2442.
31 -1       N 3314      0BP             2762.
31 -2 +2    1027-350   -3               1609.
31 -2       1027-351   -5               1498.
31 -2       N 3257     -2X              2779.
31 -2       N 3258     -5     -20.32    2564.
31 -2       N 3260     -5               2169.
31 -2       N 3268     -5     -20.28    2518.
31 -2       N 3273     -2A              2176.
31 +2       1026-31     4B    -19.94    2859.
31 +2       1036-37     5               2766.
31 +2       N 3223      3A    -21.71    2617.
31 +2       N 3241      2A    -19.64    2594.
31 +2       N 3275      3B    -21.04    2957.
31 -3 +2    N 3347      3B    -20.81    2642.
31 -3 +2    N 3358      0X    -20.37    2629.
31 -4 +2    0953-32     6X    -20.98    2731.
31 -4 +2    0957-34     7               2613.
31 -4 +2    N 3038      1A    -20.95    2426.
31 -4 +2    N 3087     -5     -20.69    2375.
31 -4 +2    N 3095      5X    -20.97    2438.
31 -5 +2    0957-29     5               2197.
31 -5 +2    1001-27     5X    -20.27    2533.
31 -5 +2    N 3078     -5     -20.63    2230.
31 -5 +2    N 3089      2X    -20.03    2375.
31 +5 +2    1008-25     9               2243.
31 +5 +2    N 3001      4X    -20.36    2190.
31 +5 +2    N 3054      3X    -20.55    1925.
31 +5 +2    N 3081      1X    -20.05    2146.
31 +5 +2    N 3203     -2A    -20.01    2153.
31 -0 +2    0936-38     7               2175.
31 -0 +2    N 3208      4A    -19.80    2738.
31 -0 +2    N 3390      3     -20.45    2578.
31 -0 +2    N 3449      0X    -20.58    2994.
31 -6 +6    N 3256     13 P   -21.42    2595.
31 -6       N 3263      6B              2724.
31 -6       N 3318      3X    -20.99    2622.
31 -7 +6    1026-39     7B              2530.
31 -7 +6    N 3250     -5     -21.26    2582.
31 -8 +6    1010-47     5               2202.
31 -8 +6    1014-48     5               2447.
31 -8 +6    1021-47     5               2380.
31 +9 +6    1056-49     7B              2455.
31 +9 +6    1108-48     2B              2434.
31 -0 +6    N 3261      5B    -21.12    2280.
31-10+10    1107-37    -5     -20.13    2611.
31-10       N 3557     -5     -22.18    2877.
31-10       N 3564     -2     -20.12    2561.
31-10       N 3568      3B              2172.
31+10       1113-33     3B    -19.65    2738.
31-11+10    1125-36     4B    -19.60    2710.
31-11+10    N 3706     -5     -21.14    2780.
31+11+10    N 3783      1B    -20.53    2627.
31-12+12    0935-22     7X              2143.
31-12       N 2935      4X    -21.74    2009.
31-12       N 2983     -2B    -19.72    1752.
31-12       N 2986     -5     -20.70    2132.
31-13+12    0930-16     2X              1868.
31-13+12    N 2907      1A    -19.55    1810.
31-14+12    0909-14    10     -17.86    1803.
31-14+12    N 2763      6     -19.53    1640.
31-14+12    N 2781      1X    -20.23    1778.
31+14+12    N 2848      5X    -19.78    1789.
31-15+12    N 2992      1 P   -20.51    1965.
31-15+12    N 2993      1 P   -19.60    1970.
31-16+12    0917-12    10               1703.
31-16+12    0918-12    10               1663.
31-16+12    N 2855      0A    -19.80    1660.
31+17+12    0922-24     4XP   -18.88    2138.
31+17+12    N 2865     -5     -20.70    2443.
31 -0+12    0909-19     7               1914.
31 -0+12    N 2811      0B    -20.53    2260.
31 -0+12    N 2815      3B    -20.68    2016.
31 -0+12    N 2902     -2A    -19.46    1816.
31-18+18    0940-05     8BP             1734.
31-18       0941-05     7A              1808.
31-18       N 2974     -5     -20.63    1786.
31-19+19    0949+01    10               1662.
31-19       N 3023      6XP   -19.70    1683.
31-19       U 5238      7X    -18.40    1592.
31-20+19    U 5224      8B    -17.67    1756.
31-20+19    U 5249      6B    -19.01    1695.
31 -0+19    N 2967      5A    -20.31    1963.
31-21+21    0815-29     7               1370.
31-21       N 2559      5BP             1296.
31-21       N 2566      2B              1377.
31+21       0833-31     8               1266.
31-22+21    0831-21    10               1511.
31-22+21    N 2613      3A    -21.24    1411.
31 -0+21    0859-26     9               1682.
31 -0+21    0908-32    10               1251.
31-23+23    N 2775      2A    -20.13     965.
31-23       U 4797      9     -16.92    1140.
31-24+24    U 3912     10B    -17.96    1073.
31-24       U 3946     10     -17.39    1028.
31 -0       1000-21     7X              2806.
31 -0       N 2525      5B    -19.89    1354.
31 -0       N 2663     -5               2020.
31 -0       N 2708      3A              1795.
31 -0       N 2888     -5     -19.35    1952.
31 -0       N 2962     -2X    -19.77    1937.
31 -0       N 3055      5X    -19.67    1615.
31 -0       U 3964      8X    -17.66    1271.
31 -0       U 4508     13 P   -17.93    1736.
31 -0       U 5245      8     -17.24    1220.
32 -1 +1    0859+26    10 P             2694.
32 -1       N 2735     13 P   -18.97    2534.
32 -1       N 2750      5X    -20.62    2600.
32 +1       N 2764     -2     -19.59    2523.
32 +2 +2    N 2608      3B    -19.95    2063.
32 +2       U 4559      4     -18.94    2027.
32 +3 +3    0955+13    13 P   -19.03    2700.
32 +3       N 3153      5     -20.12    2672.
32 +3       U 5425      5     -19.45    2577.
32 +3       U 5458     12     -19.34    2700.
32 -4 +4    N 3367      5B    -21.21    2913.
32 -4       N 3419     -2X    -19.79    2894.
32 +4       N 3300     -2X    -20.06    2867.
32 +4       N 3433      5A    -20.58    2582.
32 -0       0923+19    13 P   -18.68    2381.
32 -0       0931+11    13 P   -18.57    2358.
32 -0       N 2577     -3     -19.14    2054.
32 -0       N 2872     -5     -20.59    2825.
32 -0       N 2940     -3     -18.59    2824.
32 -0       N 2990      5     -20.29    2994.
32 -0       U 6157      8A    -19.07    2859.
33 -1 +1    N 2842     -2B              2490.
33 -1       N 2887     -5               2561.
33 -2 +1    0913-601    5               2620.
33 -2 +1    0913-603    5               2701.
33 -0 +1    0944-63     5               2618.
33 -0 +1    N 2714     -2               2421.
33 -3 +3    0916-62     5               1831.
33 -3       0926-60    12 P             1918.
33 +3       1001-64     1               1867.
33 -4 +4    0729-61     4               2920.
33 -4       N 2417      4A    -21.27    2891.
33 +4       0743-58     5               2615.
33 +5 +5    0621-59     3               1994.
33 +5       0639-58     3 P             2325.
33 -0       0733-46     5               2593.
33 -0       0737-55     3               2530.
