IRAS00170+6542  00 17 05.7 +65 42 52  Probably late AGB star (FC, Hrivnak etal.,1985).
IRAS00210+6221  00 21 04.9 +62 21 39  Probably late AGB star (FC, Hrivnak etal.,1985);
IRAS00210+6221  00 21 04.9 +62 21 39    PPN (Hrivnak etal.,1999; Meixner etal.,1999).
IRAS00470+6429  00 47 02.9 +64 29 16  PPN candidate (Meixner etal.,1999).
IRAS01133+6434  01 13 18.2 +64 34 54  Probably late AGB star (FC, Hrivnak etal.,1985).
IRAS01144+6658  01 14 26.3 +66 58 08  AFGL 190. PPN candidate (Meixner etal.,1999).
IRAS01174+6110  01 17 29.8 +61 10 35  PPN (Hrivnak etal.,1999).
IRAS01304+6211  01 30 27.6 +62 11 31  OH 127.8+0.0. V 669 Cas. RAFGL 230. PPN cand.
IRAS01304+6211  01 30 27.6 +62 11 31    (Meixner etal.,1999).
IRAS02143+5852  02 14 22.0 +58 52 01  PPN candidate (Meixner etal.,1999).
IRAS02152+2822  02 15 12.5 +28 22 59  PPN candidate (Meixner etal.,1999).
IRASZ02229+6208 02 22 53.0 +62 07 53  In transition between AGB and PNe (Hrivnak etal.,
IRASZ02229+6208 02 22 53.0 +62 07 53    1997). Reflection nebulosity of PPN cand. (Ueta
IRASZ02229+6208 02 22 53.0 +62 07 53    etal.,1998). Carbon-rich PPN (Reddy etal.,1999).
IRAS02441+6922  02 44 09.  +69 23 00  Probably late AGB star (FC, Hrivnak etal.,1985).
HD 20041        03 11 57.1 +56 57 22  LSI+56 85. SAO 23903. PPN candidate (Meixner etal.,
HD 20041        03 11 57.1 +56 57 22    1999).
IRAS04296+3429  04 29 40.3 +34 29 53  Likely between AGB and PNe (Kwok etal.,1989). See
IRAS04296+3429  04 29 40.3 +34 29 53    Meixner etal.(1994); see Sahai (1999). Post-AGB
IRAS04296+3429  04 29 40.3 +34 29 53    stage (FC, Reddy, Parthasarathy, 1996). Reflection
IRAS04296+3429  04 29 40.3 +34 29 53    nebulosity of PPN cand. (Ueta etal.,1998).
IRAS04386+5722  04 38 38.2 +57 22 11  Stellar PPN cand. (Ueta etal.,1998). PPN candidate
IRAS04386+5722  04 38 38.2 +57 22 11    (Meixner etal.,1999).
IRAS04505-1006  04 50 35.3 -10 06 54  Colour-selected PPN candidate (Volk, Kwok, 1989,
IRAS04505-1006  04 50 35.3 -10 06 54    Table 4).
IRAS05089+0459  05 08 56.6 +04 59 50  PPN candidate (Meixner etal.,1999).
IRAS05113+1347  05 11 18.1 +13 47 04  PPN cand. (Kwok, 1993). Post-AGB stage (FC, Reddy,
IRAS05113+1347  05 11 18.1 +13 47 04    Parthasarathy, 1996). Stellar PPN candidate (Ueta
IRAS05113+1347  05 11 18.1 +13 47 04    etal.,1999).
IRAS05238-0626  05 23 53.1 -06 26 29  BD-06 1178. Most likely post-AGB supergiant evolving
IRAS05238-0626  05 23 53.1 -06 26 29    towards PNe (FC, Reddy, Parthasarathy, 1996).
IRAS05341+0852  05 34 10.1 +08 52 23  Left AGB and becoming PN (Geballe,van der Veen,1990).
IRAS05341+0852  05 34 10.1 +08 52 23    Post-AGB stage (FC, Reddy, Parthasarathy, 1996).Re-
IRAS05341+0852  05 34 10.1 +08 52 23    flection nebulosity of PPN cand. (Ueta etal.,1998).
IRAS05381+1012  05 38 11.0 +10 12 56  PPN candidate (Kwok, 1993).
HD 44179        06 17 37.0 -10 36 51  Known as Red Rectangle. IRAS 06175-1036. BD-10 1476,
HD 44179        06 17 37.0 -10 36 51    SAO 151362, a visual binary. Possible PPN (Bujar-
HD 44179        06 17 37.0 -10 36 51    rabal etal.,1988; Jourdain de Muizon etal.,1990).
No.6-WSRT 2     06 25 15.2 +12 48 56  IRAS 06252+1248. IRAS-selected PN candidate; radio
No.6-WSRT 2     06 25 15.2 +12 48 56    cont. data in WSRT 2 (Van de Steene, Pottasch,
No.6-WSRT 2     06 25 15.2 +12 48 56    1995). FC, SECGPN (S1): VSP 4-6.
HD 46703        06 33 49.3 +53 33 36  SAO 25845. F supergiant as PPN candidate (Tamura
HD 46703        06 33 49.3 +53 33 36    etal.,1993).
IRC -20101      06 39 08.3 -22 13 47  RAFGL 4521S. Possible pre-PN (Likkel etal.,1987).
IRAS06472-3713  06 47 13.9 -37 13 08  ST Pup. Colour-selected PPN candidate (Volk, Kwok,
IRAS06472-3713  06 47 13.9 -37 13 08    1989, Table 3).
IRAS06530-0213  06 53 00.9 -02 13 35  PPN cand. (Kwok, 1993); see Hu etal. (1993a), No.21.
IRAS06530-0213  06 53 00.9 -02 13 35    Post-AGB stage (FC, Reddy, Parthasarathy, 1996).Re-
IRAS06530-0213  06 53 00.9 -02 13 35    flection nebulosity of PPN cand. (Ueta etal.,1998).
HD 51585        06 55 37.6 +16 23 32  Evolving towards early stage of PNe (Parthasarathy,
HD 51585        06 55 37.6 +16 23 32    Pottasch, 1989).
IRAS07027-7934  07 02 45.3 -79 34 23  IR colours similar to that observed in PNe
IRAS07027-7934  07 02 45.3 -79 34 23    (Parthasarathy, 1989). Probable [WC11] object
IRAS07027-7934  07 02 45.3 -79 34 23    (FC, Menzies, Wolstencroft, 1990). Possible PPN
IRAS07027-7934  07 02 45.3 -79 34 23    (Jourdain de Muizon etal.,1990).
IRAS07131-0147  07 13 10.9 -01 47 23  Polarized bipolar refl. nebula between AGB and PNe
IRAS07131-0147  07 13 10.9 -01 47 23    (Scarrott etal.,1990).
IRAS07134+1005  07 13 25.3 +10 05 09  SAO 96709=HD 56126. Colour-selected PPN candidate
IRAS07134+1005  07 13 25.3 +10 05 09    (Volk, Kwok, 1989, Table 3); likely between AGB
IRAS07134+1005  07 13 25.3 +10 05 09    and PNe (Kwok etal.,1989). IR colours similar to
IRAS07134+1005  07 13 25.3 +10 05 09    that observed in PNe (Parthasarathy, 1989).
IRAS07134+1005  07 13 25.3 +10 05 09    Diffraction-limited images of the young carbon-rich
IRAS07134+1005  07 13 25.3 +10 05 09    PPN (Dayal etal.,1995). Reflection nebulosity of
IRAS07134+1005  07 13 25.3 +10 05 09    PPN candidate (Ueta etal.,1998).
IRAS07239-3325  07 23 59.7 -33 25 19  PPN candidate (Meixner etal.,1999).
IRAS07253-2001  07 25 21.1 -20 01 08  Most likely in post-AGB stage (FC, Reddy, Parthasa-
IRAS07253-2001  07 25 21.1 -20 01 08    rathy, 1996).
IRAS07284-0940  07 28 24.3 -09 40 15  HD 59693. U Mon. SAO 134775. PPN candidate (Meixner
IRAS07284-0940  07 28 24.3 -09 40 15    etal.,1999).
IRAS07331+0021  07 33 07.1 +00 21 40  AI CMi. Colour-selected PPN candidate (Volk, Kwok,
IRAS07331+0021  07 33 07.1 +00 21 40    1989, Table 3).
OH 231.8+4.2    07 39 58.9 -14 35 44  QX Pup. IRAS 07399-1435. Known as Rotten Egg Nebula.
OH 231.8+4.2    07 39 58.9 -14 35 44    Possible PPN (Bujarrabal etal.,1988). See Morris
OH 231.8+4.2    07 39 58.9 -14 35 44    etal.(1987).
IRAS07430+1115  07 43 04.2 +11 15 46  In transition between AGB and PNe (Hrivnak etal.,
IRAS07430+1115  07 43 04.2 +11 15 46    1997). Reflection neb. of PPN cand. (Ueta etal.,
IRAS07430+1115  07 43 04.2 +11 15 46    1998). Carbon-rich PPN (Hrivnak, Kwok, 1999;
IRAS07430+1115  07 43 04.2 +11 15 46    Reddy etal.,1999).
MWC 574         07 45 44.8 -14 00 12  Extremely-low-excitation object, may be PN in an
MWC 574         07 45 44.8 -14 00 12    early stage of development (Sanduleak,
MWC 574         07 45 44.8 -14 00 12    Stephenson, 1972). S1: Appendix to Table 1.
IRAS07536-2830  07 53 38.4 -28 30 54  HU Pup. SAO 174817. Intrinsically polarized object
IRAS07536-2830  07 53 38.4 -28 30 54    in the transition from post-AGB to PN stage
IRAS07536-2830  07 53 38.4 -28 30 54    (Trammell etal.,1994).
IRAS07582-4059  07 58 14.4 -40 59 07  PPN candidate (FC, Hu etal.,1993a, No.42).
IRAS08005-2356  08 00 32.5 -23 56 16  PPN associated with low-latitude F-type supergiant
IRAS08005-2356  08 00 32.5 -23 56 16    (Slijkhuis etal.,1991); see Hu etal.(1993a),
IRAS08005-2356  08 00 32.5 -23 56 16    No.27. OH 1612 MHz detected (Hu etal.,1994). Re-
IRAS08005-2356  08 00 32.5 -23 56 16    flection nebulosity of PPN cand. (Ueta etal.,1998).
IRAS08143-4406  08 14 23.1 -44 06 43  Most likely in post-AGB stage (FC, Reddy, Parthasa-
IRAS08143-4406  08 14 23.1 -44 06 43    rathy, 1996).
IRAS08187-1905  08 18 42.6 -19 05 30  HD 70379. Most likely post-AGB supergiant evolving
IRAS08187-1905  08 18 42.6 -19 05 30    towards PNe (FC, Reddy, Parthasarathy, 1996).
IRAS09032-3953  09 03 12.4 -39 53 10  Colour-selected PPN candidate (Volk, Kwok, 1989,
IRAS09032-3953  09 03 12.4 -39 53 10    Table 4); see Hu etal.(1993a), No.41.
IRAS09370-4826  09 37 03.5 -48 26 34  PPN candidate (FC, Hu etal.,1993a, No.47).
IRAS09371+1212  09 37 12.0 +12 12 31  Peculiar galaxy (FC, Condon, Broderick, 1986). Known
IRAS09371+1212  09 37 12.0 +12 12 31    as Frosty Leo Nebula. Possible pre-PN (Likkel
IRAS09371+1212  09 37 12.0 +12 12 31    etal.,1987). Evolved, mass-losing red giant,
IRAS09371+1212  09 37 12.0 +12 12 31    post-AGB circumstellar envelope (FC, Forveille
IRAS09371+1212  09 37 12.0 +12 12 31    etal.,1987). Possible PPN (Bujarrabal etal.,1988).
IRAS09371+1212  09 37 12.0 +12 12 31    Pre-main-sequence young object? (Robinson etal.,
IRAS09371+1212  09 37 12.0 +12 12 31    1992).
IRC +10216      09 45 14.9 +13 30 41  CW Leo. RAFGL 1381. A prob. PN progenitor (Zuckerman
IRC +10216      09 45 14.9 +13 30 41    etal.,1976). See Skinner etal.(1998). Reflection
IRC +10216      09 45 14.9 +13 30 41    nebulosity of PPN cand., IRAS 09452+1330 (Ueta etal.,
IRC +10216      09 45 14.9 +13 30 41    1998). S1: Appendix to Table 1.
IRAS10029-5553  10 02 54.6 -55 54 01  PPN candidate (FC, Hu etal.,1993a, No.49). IRAS-radio
IRAS10029-5553  10 02 54.6 -55 54 01    PN candidate (Van de Steene, Pottasch, 1993).
IRAS10131+3049  10 13 10.7 +30 49 17  RW LMi. RAFGL 1403. IRC +30219. PPN candidate
IRAS10131+3049  10 13 10.7 +30 49 17    (Meixner etal.,1999).
IRC -10236      10 14 34.5 -14 24 30  IY Hya. Intrinsically polarized object in the tran-
IRC -10236      10 14 34.5 -14 24 30    sition from post-AGB to PN stage (Trammell etal.,
IRC -10236      10 14 34.5 -14 24 30    1994).
HD 89353        10 15 49.9 -28 44 29  AG Ant. IRAS 10158-2844. SAO 178644. HR 4049. Prob.
HD 89353        10 15 49.9 -28 44 29    a low-mass star in a post-AGB (Waelkens, Waters,
HD 89353        10 15 49.9 -28 44 29    1987). Intrinsically polarized object in the trans.
HD 89353        10 15 49.9 -28 44 29    from post-AGB to PN stage (Trammell etal.,1994).
HD 89353        10 15 49.9 -28 44 29    Stellar PPN candidate (Ueta etal.,1998).
IRAS10194-5625  10 19 24.1 -56 25 23  Colour-selected PPN candidate (Volk, Kwok, 1989,
IRAS10194-5625  10 19 24.1 -56 25 23    Table 4); see Hu etal.(1993a), No.50.
IRAS10197-5750  10 19 44.8 -57 50 32  Known as Roberts 22, reflection nebula. AFGL 4104.
IRAS10197-5750  10 19 44.8 -57 50 32    OH 284.18-0.79. IRAS 10197-5750. Colour-selected
IRAS10197-5750  10 19 44.8 -57 50 32    PPN candidate (Volk, Kwok,1989, Table 4). CO obs.
IRAS10197-5750  10 19 44.8 -57 50 32    of PPNe with bipolar structure (Bujarrabal,
IRAS10197-5750  10 19 44.8 -57 50 32    Bachiler, 1991).
RAFGL 4106      10 21 32.5 -59 16 54  IRAS 10215-5916. IR colours similar to that observed
RAFGL 4106      10 21 32.5 -59 16 54    in PNe (Parthasarathy, 1989). G-type supergiant in
RAFGL 4106      10 21 32.5 -59 16 54    post-AGB stage (Garcia-Lario etal.,1994).
IRAS10481-6930  10 48 08.8 -69 30 03  Colour-selected PPN candidate (Volk, Kwok, 1989,
IRAS10481-6930  10 48 08.8 -69 30 03    Table 4).
IRAS10491-2059  10 49 11.3 -20 59 04  V Hya. BD-20 3283. SAO 179278. IRC -20218. Intrin-
IRAS10491-2059  10 49 11.3 -20 59 04    sically polarized object in the transition from
